6
6
1950
2002	130556	132	125	1	1
1962	66600	126	125	146	137
1928	39225	135	128	151	146
1904	28832	133	125	157	109
1872	19122	172	169	173	54
1832	8733	125	74	148	17
1798	3280	124	28	1	1
1852	14329	140	121	1	1
1941	49041	151	148	159	152
1979	91375	132	123	1	1
1815	5417	130	42	152	7
1840	10932	142	103	1	1
1760	657	148	10	127	4
1980	1	1	1	151	145
1910	1	1	1	148	105
1890	1	1	1	155	62
1940	1	1	1	270	267
1955	1	1	1	246	243
1970	1	1	1	282	280
