7
0
1770
1871	316863	148	142	172	170
1832	178269	157	155	125	122
1803	1	1	1	124	118
1768	53248	159	139	140	139
1732	28349	146	138	151	108
1709	19066	123	122	132	38
1890	1	1	1	142	136
1850	243316	152	150	130	127
1814	132909	127	123	148	143
1698	15025	151	135	1	1
1672	7075	148	56	1	1
1659	3954	155	37	1	1
