1
3
1860
1930	1	1	1	135	126
1899	125324	148	142	133	122
1871	71633	173	163	172	165
1840	38359	151	147	125	117
1809	1	1	1	124	72
1800	22243	148	144	1	1
1781	15765	159	145	140	33
1825	1	1	1	151	125
1855	51668	152	151	142	131
1881	88607	127	124	148	143
1821	29881	123	122	130	97
1760	10000	146	88	1	1
1780	15756	155	142	1	1
1735	3990	151	31	1	1
1875	1	1	1	498	492
1892	1	1	1	257	248
1915	1	1	1	223	219
