10
3
1810
1898	306603	133	125	123	122
1870	213887	172	169	159	154
1841	130695	125	120	151	150
1809	72619	124	118	157	156
1777	39381	140	135	173	162
1724	17975	151	144	152	41
1710	13188	148	130	127	20
1703	11497	132	84	1	1
1677	4758	130	20	1	1
1750	27200	142	132	148	107
1691	1	1	1	146	11
1765	1	1	1	148	129
1790	1	1	1	155	151
