8
4
1890
2002	392962	132	125	1	1
1961	254658	126	124	1	1
1930	173009	135	118	151	145
1901	110166	133	125	123	123
1869	63558	172	170	146	137
1830	33252	125	121	159	138
1801	22836	124	118	151	66
1770	14195	140	126	157	19
1740	6509	151	67	148	17
1715	2098	132	24	152	7
1850	47873	130	127	1	1
1755	9601	142	80	173	19
1690	771	148	10	127	3
1820	1	1	1	148	100
1790	1	1	1	155	38
1915	1	1	1	309	306	
1927	1	1	1	306	293
