9
3
1670
1767	314488	151	150	140	137
1720	184221	157	156	151	145
1688	117682	173	165	132	123
1649	59962	148	139	130	127
1611	33047	152	148	142	107
1581	22222	127	124	148	48
1553	9241	146	82	1	1
1530	4885	123	33	1	1
1565	12324	148	121	1	1
1520	3460	155	29	1	1
1679	1	1	1	498	496
1763	1	1	1	257	254
1711	1	1	1	223	221
