2
5
1940
1961	67205	126	122	159	155
1932	41107	135	125	151	144
1901	26799	133	122	173	110
1871	17583	172	157	148	29
1842	9557	125	77	1	1
1809	3568	124	29	123	6
1862	16122	140	129	152	24
1986	105639	151	146	1	1
1980	1	1	1	151	147
1919	32716	132	125	157	142
1825	5288	130	33	146	9
1850	11703	148	119	127	21
1970	1	1	1	148	145
1950	1	1	1	155	148
1967	1	1	1	270	265	
1985	1	1	1	246	235
1995	1	1	1	282	276
