13
0
1960
1940	1	1	1	680	677
1840	1	1	1	183	22
1920	1	1	1	226	194
1900	1	1	1	268	135
1960	1	1	1	237	236
1930	1	1	1	213	194
1909	1	1	1	193	108
1950	1	1	1	181	179
1840	10550	1	1	1	1
1900	18500	1	1	1	1
1908	20250	1	1	1	1
1920	23200	1	1	1	1
1930	25500	1	1	1	1
1940	29250	1	1	1	1
1950	33500	1	1	1	1
1960	39350	1	1	1	1
